"GEO_ID","NAME","B19101A_001E","B19101A_001M","B19101A_002E","B19101A_002M","B19101A_003E","B19101A_003M","B19101A_004E","B19101A_004M","B19101A_005E","B19101A_005M","B19101A_006E","B19101A_006M","B19101A_007E","B19101A_007M","B19101A_008E","B19101A_008M","B19101A_009E","B19101A_009M","B19101A_010E","B19101A_010M","B19101A_011E","B19101A_011M","B19101A_012E","B19101A_012M","B19101A_013E","B19101A_013M","B19101A_014E","B19101A_014M","B19101A_015E","B19101A_015M","B19101A_016E","B19101A_016M","B19101A_017E","B19101A_017M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more",
"0100000US","United States","58946781","106665","2250223","26313","1662115","23241","2076099","22552","2470481","25892","2553163","24121","2675457","27800","2621786","25623","2703873","30099","2516330","27216","4999280","40964","6770804","42197","8698346","46506","6066407","36602","3577060","29996","3675565","30139","3629792","26773",
