"GEO_ID","NAME","B19101H_001E","B19101H_001M","B19101H_002E","B19101H_002M","B19101H_003E","B19101H_003M","B19101H_004E","B19101H_004M","B19101H_005E","B19101H_005M","B19101H_006E","B19101H_006M","B19101H_007E","B19101H_007M","B19101H_008E","B19101H_008M","B19101H_009E","B19101H_009M","B19101H_010E","B19101H_010M","B19101H_011E","B19101H_011M","B19101H_012E","B19101H_012M","B19101H_013E","B19101H_013M","B19101H_014E","B19101H_014M","B19101H_015E","B19101H_015M","B19101H_016E","B19101H_016M","B19101H_017E","B19101H_017M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more",
"0100000US","United States","51793619","97054","1344286","19274","909498","14472","1113329","18440","1399702","17874","1540002","19303","1807222","20482","1810354","21058","1937814","22430","1839320","20889","3832302","32204","5552551","35925","7950461","44855","6235608","36094","4195996","32063","4778379","33440","5546795","31874",
