Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Slovenia","Production","Other citrus fruit, n.e.c.","2022","t","0"
"Crops and livestock products","Slovenia","Production","Other oil seeds, n.e.c.","2022","t","2100"
"Crops and livestock products","Slovenia","Production","Other pome fruits","2022","t","130"
"Crops and livestock products","Slovenia","Production","Other pulses n.e.c.","2022","t","530"
"Crops and livestock products","Slovenia","Production","Other tropical fruits, n.e.c.","2022","t","1560"
"Crops and livestock products","Slovenia","Production","Other vegetables, fresh n.e.c.","2022","t","15279"
"Crops and livestock products","Slovenia","Production","Peaches and nectarines","2022","t","1950"
"Crops and livestock products","Slovenia","Production","Pears","2022","t","3330"
"Crops and livestock products","Slovenia","Production","Peas, dry","2022","t","730"
"Crops and livestock products","Slovenia","Production","Peas, green","2022","t","230"
"Crops and livestock products","Slovenia","Production","Plums and sloes","2022","t","450"
"Crops and livestock products","Slovenia","Production","Pomelos and grapefruits","2022","t","0"
"Crops and livestock products","Slovenia","Production","Potatoes","2022","t","58230"
"Crops and livestock products","Slovenia","Production","Pumpkins, squash and gourds","2022","t","5780"
"Crops and livestock products","Slovenia","Production","Rape or colza seed","2022","t","7550"
"Crops and livestock products","Slovenia","Production","Raspberries","2022","t","160"
"Crops and livestock products","Slovenia","Production","Raw milk of buffalo","2022","t","0"
"Crops and livestock products","Slovenia","Production","Raw milk of cattle","2022","t","625350"
"Crops and livestock products","Slovenia","Production","Raw milk of goats","2022","t","2170"
"Crops and livestock products","Slovenia","Production","Raw milk of sheep","2022","t","590"
"Crops and livestock products","Slovenia","Production","Rice","2022","t","0"
"Crops and livestock products","Slovenia","Production","Rye","2022","t","3210"
"Crops and livestock products","Slovenia","Production","Sorghum","2022","t","80"
"Crops and livestock products","Slovenia","Production","Sour cherries","2022","t","90"
"Crops and livestock products","Slovenia","Production","Soya beans","2022","t","5340"
"Crops and livestock products","Slovenia","Production","Spinach","2022","t","240"
"Crops and livestock products","Slovenia","Production","Strawberries","2022","t","2310"
"Crops and livestock products","Slovenia","Production","Sugar beet","2022","t","4420"
"Crops and livestock products","Slovenia","Production","Sunflower seed","2022","t","1200"
"Crops and livestock products","Slovenia","Production","Tangerines, mandarins, clementines","2022","t","0"
"Crops and livestock products","Slovenia","Production","Tomatoes","2022","t","10360"
"Crops and livestock products","Slovenia","Production","Triticale","2022","t","25150"
"Crops and livestock products","Slovenia","Production","True hemp, raw or retted","2022","t","0"
"Crops and livestock products","Slovenia","Production","Unmanufactured tobacco","2022","t","0"
"Crops and livestock products","Slovenia","Production","Walnuts, in shell","2022","t","1260"
"Crops and livestock products","Slovenia","Production","Watermelons","2022","t","620"
"Crops and livestock products","Slovenia","Production","Wheat","2022","t","150750"
"Crops and livestock products","Solomon Islands","Production","Bananas","2022","t","318.93"
"Crops and livestock products","Solomon Islands","Production","Cantaloupes and other melons","2022","t","583.25"
"Crops and livestock products","Solomon Islands","Production","Cassava, fresh","2022","t","3222.76"
"Crops and livestock products","Solomon Islands","Production","Cattle fat, unrendered","2022","t","21.5"
"Crops and livestock products","Solomon Islands","Production","Cocoa beans","2022","t","4000"
"Crops and livestock products","Solomon Islands","Production","Coconuts, in shell","2022","t","121415.22"
"Crops and livestock products","Solomon Islands","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","95.23"
"Crops and livestock products","Solomon Islands","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","262.03"
"Crops and livestock products","Solomon Islands","Production","Fat of pigs","2022","t","391.09"
"Crops and livestock products","Solomon Islands","Production","Hen eggs in shell, fresh","2022","t","588.01"
"Crops and livestock products","Solomon Islands","Production","Hen eggs in shell, fresh","2022","1000 No","13675"
"Crops and livestock products","Solomon Islands","Production","Meat of cattle with the bone, fresh or chilled","2022","t","768.02"
"Crops and livestock products","Solomon Islands","Production","Meat of chickens, fresh or chilled","2022","t","284.34"
"Crops and livestock products","Solomon Islands","Production","Meat of pig with the bone, fresh or chilled","2022","t","2581.16"
"Crops and livestock products","Solomon Islands","Production","Oil palm fruit","2022","t","363852.15"
"Crops and livestock products","Solomon Islands","Production","Other fruits, n.e.c.","2022","t","26762.46"
"Crops and livestock products","Solomon Islands","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","t","336.71"
"Crops and livestock products","Solomon Islands","Production","Other pulses n.e.c.","2022","t","6619.18"
"Crops and livestock products","Solomon Islands","Production","Other stimulant, spice and aromatic crops, n.e.c.","2022","t","217.61"
"Crops and livestock products","Solomon Islands","Production","Other vegetables, fresh n.e.c.","2022","t","5970.34"
"Crops and livestock products","Solomon Islands","Production","Raw hides and skins of cattle","2022","t","104.45"
"Crops and livestock products","Solomon Islands","Production","Raw milk of cattle","2022","t","3052.6"
"Crops and livestock products","Solomon Islands","Production","Rice","2022","t","2753.58"
"Crops and livestock products","Solomon Islands","Production","Sweet potatoes","2022","t","108196.45"
"Crops and livestock products","Solomon Islands","Production","Taro","2022","t","46052.5"
"Crops and livestock products","Solomon Islands","Production","Unmanufactured tobacco","2022","t","113.7"
"Crops and livestock products","Solomon Islands","Production","Watermelons","2022","t","1051.04"
"Crops and livestock products","Solomon Islands","Production","Yams","2022","t","44707.63"
"Crops and livestock products","Somalia","Production","Bananas","2022","t","23610.48"
"Crops and livestock products","Somalia","Production","Beans, dry","2022","t","26800.1"
"Crops and livestock products","Somalia","Production","Cassava, fresh","2022","t","97912.91"
"Crops and livestock products","Somalia","Production","Cattle fat, unrendered","2022","t","1942.37"
"Crops and livestock products","Somalia","Production","Coconuts, in shell","2022","t","13922.15"
"Crops and livestock products","Somalia","Production","Dates","2022","t","14259.59"
"Crops and livestock products","Somalia","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","10397.37"
"Crops and livestock products","Somalia","Production","Edible offal of goat, fresh, chilled or frozen","2022","t","4436.51"
"Crops and livestock products","Somalia","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","10.15"
"Crops and livestock products","Somalia","Production","Edible offal of sheep, fresh, chilled or frozen","2022","t","7694.4"
"Crops and livestock products","Somalia","Production","Edible offals of camels and other camelids, fresh, chilled or frozen","2022","t","8751.92"
"Crops and livestock products","Somalia","Production","Fat of camels","2022","t","2636.12"
"Crops and livestock products","Somalia","Production","Fat of pigs","2022","t","10.15"
"Crops and livestock products","Somalia","Production","Goat fat, unrendered","2022","t","611.93"
"Crops and livestock products","Somalia","Production","Groundnuts, excluding shelled","2022","t","8349.63"
"Crops and livestock products","Somalia","Production","Hen eggs in shell, fresh","2022","t","2704.36"
"Crops and livestock products","Somalia","Production","Hen eggs in shell, fresh","2022","1000 No","67609"
"Crops and livestock products","Somalia","Production","Lemons and limes","2022","t","16309.57"
"Crops and livestock products","Somalia","Production","Maize (corn)","2022","t","75000"
"Crops and livestock products","Somalia","Production","Mangoes, guavas and mangosteens","2022","t","1268.93"
"Crops and livestock products","Somalia","Production","Meat of camels, fresh or chilled","2022","t","49559.07"
"Crops and livestock products","Somalia","Production","Meat of cattle with the bone, fresh or chilled","2022","t","53700.69"
"Crops and livestock products","Somalia","Production","Meat of chickens, fresh or chilled","2022","t","4018.26"
"Crops and livestock products","Somalia","Production","Meat of goat, fresh or chilled","2022","t","38245.76"
"Crops and livestock products","Somalia","Production","Meat of pig with the bone, fresh or chilled","2022","t","101.54"
"Crops and livestock products","Somalia","Production","Meat of sheep, fresh or chilled","2022","t","40074.98"
"Crops and livestock products","Somalia","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","5791.87"
"Crops and livestock products","Somalia","Production","Oranges","2022","t","11066.66"
"Crops and livestock products","Somalia","Production","Other fruits, n.e.c.","2022","t","146732.3"
"Crops and livestock products","Somalia","Production","Other vegetables, fresh n.e.c.","2022","t","78859.61"
"Crops and livestock products","Somalia","Production","Pomelos and grapefruits","2022","t","5915.32"
"Crops and livestock products","Somalia","Production","Raw hides and skins of cattle","2022","t","9940.34"
"Crops and livestock products","Somalia","Production","Raw hides and skins of goats or kids","2022","t","5889.85"
"Crops and livestock products","Somalia","Production","Raw hides and skins of sheep or lambs","2022","t","7694.4"
"Crops and livestock products","Somalia","Production","Raw milk of camel","2022","t","987842.88"
"Crops and livestock products","Somalia","Production","Raw milk of cattle","2022","t","436701.65"
"Crops and livestock products","Somalia","Production","Raw milk of goats","2022","t","369617.38"
